collection_id,collection_title,product_title,vendor,type,product_id,product_url,variant_id,variant_title,untranslated_variant_title,sku,price_amount,currency,image_url
56852611147,All,Nike Women's Pegasus Trail 5 GORE-TEX,Nike,Women's Shoes,7177623502923,https://www.blacktoerunning.com/products/nike-womens-pegasus-trail-5-gore-tex,40993257160779,Black & Wolf Grey & Anthracite / 6,Black & Wolf Grey & Anthracite / 6,FQ0912-001,225.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/FQ0912-001-2.jpg?v=1724835565
56852611147,All,Ciele GOCap SC - Decade 014-024,Ciele,Headwear,7189627273291,https://www.blacktoerunning.com/products/ciele-gocap-sc-decade-014-024,40955390885963,Wallace,Wallace,CLGCSCDE-D014-OL001,52.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/CLGCSCDE-D014-OL001-5.jpg?v=1723453882
56852611147,All,Coros PACE 3 Premium GPS Watch,Coros,Electronics,6851603202123,https://www.blacktoerunning.com/products/coros-pace-3-premium-gps-watch,40060964339787,Black with Silicone Band,Black with Silicone Band,WPACE3-BLK,329.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/WPACE3-BLK_3.jpg?v=1695996715
56852611147,All,Hoka Women's Clifton 9 GTX,Hoka,Women's Shoes,6847365251147,https://www.blacktoerunning.com/products/hoka-womens-clifton-9-gtx,41229080625227,Varsity Navy & Nautical Dusk / 6 / Regular,Varsity Navy & Nautical Dusk / 6 / Regular,1141490F-VLD,200.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/1141490F-VLD-8.jpg?v=1738084999
56852611147,All,Asics Women's Glideride Max,Asics,Women's Shoes,7220418019403,https://www.blacktoerunning.com/products/asics-womens-glideride-max,41037180272715,Birch & Black / 6,Birch & Black / 6,1012B691-200,220.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/1012B691-200.jpg?v=1727078783
56852611147,All,"Bandit Running Men's Vento™ 4"" 2-in-1 Short",Bandit Running,Men's Bottoms,7221463580747,https://www.blacktoerunning.com/products/bandit-running-mens-vento-4-2-in-1-short,41337742131275,Fatigue / Small,Fatigue / Small,MBRSP002SP25FT,132.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/MBRSP002SP25FT-3.jpg?v=1742206360
56852611147,All,Saucony Men's Hurricane 24,Saucony,Men's Shoes,7172871290955,https://www.blacktoerunning.com/products/saucony-mens-hurricane-24,40908059050059,Navy & Peel / 8 / Regular,Navy & Peel / 8 / Regular,S20933-211,210.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/S20933-211.jpg?v=1720386906
56852611147,All,Hoka Men's Clifton 9 GTX,Hoka,Men's Shoes,6847361220683,https://www.blacktoerunning.com/products/hoka-mens-clifton-9-gtx,41229079838795,Stormy Skies & Orange Zest / 8 / Regular,Stormy Skies & Orange Zest / 8 / Regular,1141470F-SGZ,200.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/1141470F-SGZ-7.jpg?v=1738084982
56852611147,All,Nike Men's Pegasus Trail 5 GORE-TEX,Nike,Men's Shoes,7177622913099,https://www.blacktoerunning.com/products/nike-mens-pegasus-trail-5-gore-tex,40993255424075,Black & Wolf Grey & Anthracite / 7,Black & Wolf Grey & Anthracite / 7,FQ0908-001,225.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/FQ0908-001-2.jpg?v=1724835614
56852611147,All,New Balance Men's Fresh Foam X Balos,New Balance,Men's Shoes,7172854841419,https://www.blacktoerunning.com/products/new-balance-mens-fresh-foam-x-balos-v1,41248093601867,Grey Matter & Mineral & White / 7.5 / Regular,Grey Matter & Mineral & White / 7.5 / Regular,MBALCB1,260.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/MBALCB1_06fdfa69-f082-4e9e-8805-70df17624076.jpg?v=1738599952
56852611147,All,Saucony Women's Hurricane 24,Saucony,Women's Shoes,7172871618635,https://www.blacktoerunning.com/products/saucony-womens-hurricane-24,40908059967563,White & Foam / 6 / Regular,White & Foam / 6 / Regular,S10933-246,210.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/S10933-246-6.jpg?v=1720386902
56852611147,All,Tracksmith Men's Van Cortlandt Tee,Tracksmith,Men's Tops,6959260434507,https://www.blacktoerunning.com/products/tracksmith-mens-van-cortlandt-tee,41381364301899,Ivory & Loden / Small,Ivory & Loden / Small,MT21302AWLODAW,105.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/MT21302AWLODAW.jpg?v=1744219734
56852611147,All,BlackToe Unisex Premium Tee,BlackToe Running Inc.,Men's Tops,7232920191051,https://www.blacktoerunning.com/products/blacktoe-unisex-premium-tee,41061982306379,Asphalt & Off White / Extra Small,Asphalt & Off White / Extra Small,BTCC-PT-A&OW-XS,50.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/BlackToePremiumTee-Asphalt_OffWhite1.jpg?v=1728598509
56852611147,All,BlackToe Unisex Limited Edition Hoodie,BlackToe Running Inc.,Men's Tops,7232901644363,https://www.blacktoerunning.com/products/blacktoe-unisex-limited-edition-hoodie,41061975425099,Navy & Cream / Extra Small,Navy & Cream / Extra Small,BTCC-LEH-N&C-XS,155.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/BlackToeLimitedEditionHoodie-Navy_Cream13.jpg?v=1728598545
56852611147,All,Heali Plantar Fasciitis Pack,Heali,Rx Items,7232556761163,https://www.blacktoerunning.com/products/heali-plantar-fasciitis-pack,41061260820555,Blue,Blue,4-Piece Pack,6.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/blue_dd686502-80e1-44a1-9ff1-02241575c04c.jpg?v=1728030731
56852611147,All,Ciele FLTCap WND - Ultra Iconic,Ciele,Headwear,7221169258571,https://www.blacktoerunning.com/products/ciele-fltcap-wnd-ultra-iconic,41039307702347,Astronautic / Small/Medium,Astronautic / Small/Medium,CLFLTCWUI-BK006-S/M,60.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/CLFLTCWUI-BK006-2_890474c8-b27c-4f50-8d77-6a83947314d3.jpg?v=1727477482
56852611147,All,New Balance Women's Sleek Race Day Fitted Tank,New Balance,Women's Tops,7219855491147,https://www.blacktoerunning.com/products/new-balance-womens-sleek-race-day-fitted-tank,41034699374667,Graphite / Extra Small,Graphite / Extra Small,WT41291-GT,70.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/WT41291-GT-5.jpg?v=1726871245
56852611147,All,Nike Women's 360 Sphere 4.0 Running Gloves,Nike,Gloves,7210637590603,https://www.blacktoerunning.com/products/nike-womens-360-sphere-4-0-running-gloves,41011806142539,Black & Active Pink Rainbow / Extra Small,Black & Active Pink Rainbow / Extra Small,N.100.4255.904.XS,36.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/N.100.4255.904.LG_60afd3e0-1d91-49ac-a90b-564283ab8055.jpg?v=1725916278
56852611147,All,New Balance Women's Athletics Heat Grid 1/2 Zip,New Balance,Women's Tops,7201484832843,https://www.blacktoerunning.com/products/new-balance-womens-athletics-heat-grid-1-2-zip,40993988804683,Terrarium Heather / Extra Small,Terrarium Heather / Extra Small,WT43200-TUM,110.0,CAD,https://www.blacktoerunning.com/cdn/shop/files/WT43200-TUM-5.jpg?v=1739289495
